province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,housing_component,housing_material,total_by_material,percent_by_material,count
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,OWNED,136771,77.53,WALL,BAKED BRICKS/BLOCKS/STONES,69040,39.13,56168
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,OWNED,136771,77.53,WALL,UNBAKED BRICKS/MUD,56035,31.76,43378
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,OWNED,136771,77.53,WALL,WOOD/BAMBOO,42616,24.16,30951
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,OWNED,136771,77.53,WALL,OTHERS,8725,4.95,6274
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,OWNED,136771,77.53,ROOF,RCC/RBC,5011,2.84,3443
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,OWNED,136771,77.53,ROOF,CEMENT/IRON SHEETS,5374,3.05,4556
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,OWNED,136771,77.53,ROOF,GARDER/T.IRON,54578,30.94,45805
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,OWNED,136771,77.53,ROOF,WOOD/BAMBOO,104965,59.5,78581
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,OWNED,136771,77.53,ROOF,OTHERS,6488,3.68,4386
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,RENTED,10581,6,WALL,BAKED BRICKS/BLOCKS/STONES,69040,39.13,7344
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,RENTED,10581,6,WALL,UNBAKED BRICKS/MUD,56035,31.76,1985
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,RENTED,10581,6,WALL,WOOD/BAMBOO,42616,24.16,821
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,RENTED,10581,6,WALL,OTHERS,8725,4.95,431
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,RENTED,10581,6,ROOF,RCC/RBC,5011,2.84,1103
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,RENTED,10581,6,ROOF,CEMENT/IRON SHEETS,5374,3.05,367
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,RENTED,10581,6,ROOF,GARDER/T.IRON,54578,30.94,5544
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,RENTED,10581,6,ROOF,WOOD/BAMBOO,104965,59.5,3186
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,RENTED,10581,6,ROOF,OTHERS,6488,3.68,381
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,RENT FREE,29064,16.47,WALL,BAKED BRICKS/BLOCKS/STONES,69040,39.13,5528
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,RENT FREE,29064,16.47,WALL,UNBAKED BRICKS/MUD,56035,31.76,10672
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,RENT FREE,29064,16.47,WALL,WOOD/BAMBOO,42616,24.16,10844
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,RENT FREE,29064,16.47,WALL,OTHERS,8725,4.95,2020
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,RENT FREE,29064,16.47,ROOF,RCC/RBC,5011,2.84,465
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,RENT FREE,29064,16.47,ROOF,CEMENT/IRON SHEETS,5374,3.05,451
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,RENT FREE,29064,16.47,ROOF,GARDER/T.IRON,54578,30.94,3229
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,RENT FREE,29064,16.47,ROOF,WOOD/BAMBOO,104965,59.5,23198
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,RENT FREE,29064,16.47,ROOF,OTHERS,6488,3.68,1721
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,RURAL,OWNED,96242,77.57,WALL,BAKED BRICKS/BLOCKS/STONES,29283,23.6,25519
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,RURAL,OWNED,96242,77.57,WALL,UNBAKED BRICKS/MUD,47216,38.06,36313
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,RURAL,OWNED,96242,77.57,WALL,WOOD/BAMBOO,39719,32.01,28694
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,RURAL,OWNED,96242,77.57,WALL,OTHERS,7855,6.33,5716
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,RURAL,OWNED,96242,77.57,ROOF,RCC/RBC,1972,1.59,1243
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,RURAL,OWNED,96242,77.57,ROOF,CEMENT/IRON SHEETS,3063,2.47,2624
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,RURAL,OWNED,96242,77.57,ROOF,GARDER/T.IRON,20435,16.47,18857
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,RURAL,OWNED,96242,77.57,ROOF,WOOD/BAMBOO,92982,74.94,69693
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,RURAL,OWNED,96242,77.57,ROOF,OTHERS,5621,4.53,3825
