province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,2698,1007009,514786,492061,162,104.62,373.24,29.51,5.63,727190,1.72
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,RURAL,NA,709791,363021,346692,78,104.71,NA,NA,5.63,547720,1.37
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,URBAN,NA,297218,151765,145369,84,104.4,NA,NA,5.62,179470,2.69
SINDH,075,JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,TOTAL,733,159019,80575,78429,15,102.74,216.94,7.94,5.57,117207,1.62
SINDH,075,JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,RURAL,NA,146400,74255,72130,15,102.95,NA,NA,5.6,105642,1.73
SINDH,075,JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,URBAN,NA,12619,6320,6299,NA,100.33,NA,NA,5.24,11565,0.46
SINDH,075,JACOBABAD DISTRICT,JACOBABAD TALUKA,TOTAL,664,382578,195672,186818,88,104.74,576.17,49.95,5.83,267998,1.89
SINDH,075,JACOBABAD DISTRICT,JACOBABAD TALUKA,RURAL,NA,191480,98075,93381,24,105.03,NA,NA,5.95,129218,2.09
SINDH,075,JACOBABAD DISTRICT,JACOBABAD TALUKA,URBAN,NA,191098,97597,93437,64,104.45,NA,NA,5.72,138780,1.69
SINDH,075,JACOBABAD DISTRICT,THUL TALUKA,TOTAL,1301,465412,238539,226814,59,105.17,357.73,20.09,5.48,341985,1.63
SINDH,075,JACOBABAD DISTRICT,THUL TALUKA,RURAL,NA,371911,190691,181181,39,105.25,NA,NA,5.48,312860,0.91
SINDH,075,JACOBABAD DISTRICT,THUL TALUKA,URBAN,NA,93501,47848,45633,20,104.85,NA,NA,5.48,29125,6.32
