province_name,district_code,district_name,area_name,area_type,construction_age,roof_material,total_by_roof_material,percent_by_roof_material,wall_material,total_by_wall_material,percent_by_wall_material,count
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,3443,2.52,BAKED BRICKS/BLOCKS/STONES,1505,1.1,427
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,3443,2.52,UNBAKED BRICKS/MUD,1083,0.79,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,3443,2.52,WOOD/BAMBOO,1205,0.88,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,3443,2.52,OTHERS,316,0.23,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,3443,2.52,BAKED BRICKS/BLOCKS/STONES,7890,5.77,690
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,3443,2.52,UNBAKED BRICKS/MUD,11627,8.5,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,3443,2.52,WOOD/BAMBOO,8333,6.09,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,3443,2.52,OTHERS,1147,0.84,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,3443,2.52,BAKED BRICKS/BLOCKS/STONES,23148,16.92,1440
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,3443,2.52,UNBAKED BRICKS/MUD,17602,12.87,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,3443,2.52,WOOD/BAMBOO,13288,9.72,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,3443,2.52,OTHERS,2496,1.82,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,3443,2.52,BAKED BRICKS/BLOCKS/STONES,21970,16.06,831
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,3443,2.52,UNBAKED BRICKS/MUD,11597,8.48,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,3443,2.52,WOOD/BAMBOO,7247,5.3,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,3443,2.52,OTHERS,1871,1.37,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,OVER 50 YEARS,RCC/RBC,3443,2.52,BAKED BRICKS/BLOCKS/STONES,1655,1.21,55
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,OVER 50 YEARS,RCC/RBC,3443,2.52,UNBAKED BRICKS/MUD,1469,1.07,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,OVER 50 YEARS,RCC/RBC,3443,2.52,WOOD/BAMBOO,878,0.64,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,OVER 50 YEARS,RCC/RBC,3443,2.52,OTHERS,444,0.32,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,CEMENT/IRON SHEETS,4556,3.33,BAKED BRICKS/BLOCKS/STONES,1505,1.1,103
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,CEMENT/IRON SHEETS,4556,3.33,UNBAKED BRICKS/MUD,1083,0.79,73
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,CEMENT/IRON SHEETS,4556,3.33,WOOD/BAMBOO,1205,0.88,10
