province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,hadbast_deh_number,pop_all,pop_male,pop_fem,pop_trans,lit_all,lit_male,lit_fem,lit_trans,primary_male,primary_fem,primary_trans,matric_male,matric_fem,matric_trans,degree_male,degree_fem,degree_trans,muslim,non_muslim,age_10_up,age_18_up,age_60_up,working_10_up,cnic_18_up,area_acre
SINDH,075,JACOBABAD DISTRICT,NA,NA,NA,YES,JACOBABAD DISTRICT,NA,709791,363021,346692,78,24.07,34.66,13.04,16.67,36036,14185,6,20759,3898,4,5462,852,0,704969,4822,443053,313350,31209,104079,253660,639902
SINDH,075,JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,NA,NA,YES,GARHI KHAIRO TALUKA,NA,146400,74255,72130,15,28.11,40.44,15.58,13.33,9283,4299,0,5476,965,1,1293,130,0,145971,429,93466,66268,7195,23199,52648,178794
SINDH,075,JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,ALLANPUR STC,NA,YES,ALLANPUR STC,NA,39861,20241,19614,6,24.96,36.36,13.48,0,2234,950,0,1177,163,0,273,12,0,39804,57,24509,17552,1909,6128,13756,54169
SINDH,075,JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,ALLANPUR STC,ALLANPUR TC,YES,ALLANPUR TC,NA,14919,7556,7362,1,27.72,39.34,16.14,0,880,414,0,485,71,0,121,6,0,14886,33,9226,6645,693,1504,5524,20222
SINDH,075,JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,ALLANPUR STC,ALLANPUR TC,NO,ALLANPUR,0000000,3344,1730,1613,1,37.09,48.43,25.28,0,218,133,0,149,7,0,30,0,0,3313,31,2184,1530,160,774,1346,3596
SINDH,075,JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,ALLANPUR STC,ALLANPUR TC,NO,DITALWAH,0000000,2735,1363,1372,0,26.54,35.59,17.84,0,141,73,0,86,33,0,29,6,0,2734,1,1692,1210,122,7,934,2539
SINDH,075,JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,ALLANPUR STC,ALLANPUR TC,NO,GULWAH,0000000,1114,568,546,0,36.8,50.91,22.99,0,95,53,0,25,2,0,3,0,0,1114,0,663,477,38,41,425,3081
SINDH,075,JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,ALLANPUR STC,ALLANPUR TC,NO,KHANWAH,0000000,2256,1122,1134,0,18.07,30.16,5.99,0,147,37,0,53,1,0,2,0,0,2256,0,1367,975,125,23,753,2738
SINDH,075,JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,ALLANPUR STC,ALLANPUR TC,NO,KOUR KHAIRO GACHAL,0000000,2458,1244,1214,0,25.95,39.09,13.45,0,121,56,0,94,16,0,34,0,0,2458,0,1495,1117,126,554,993,2572
SINDH,075,JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,ALLANPUR STC,ALLANPUR TC,NO,KOURO RATO,0000000,1481,739,742,0,14.2,22.46,5.92,0,47,11,0,17,5,0,5,0,0,1480,1,845,621,63,12,486,2738
SINDH,075,JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,ALLANPUR STC,ALLANPUR TC,NO,LAL UDHO,0000000,1531,790,741,0,30.51,44.87,15.73,0,111,51,0,61,7,0,18,0,0,1531,0,980,715,59,93,587,2958
SINDH,075,JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,ALLANPUR STC,HAZARWAH TC,YES,HAZARWAH TC,NA,12746,6482,6264,0,17.53,26.4,8.56,0,506,202,0,245,26,0,65,1,0,12746,0,7716,5548,624,1764,3907,14978
SINDH,075,JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,ALLANPUR STC,HAZARWAH TC,NO,DIB MORIO,0000000,3144,1615,1529,0,8.67,14.39,2.91,0,34,4,0,27,0,0,9,1,0,3144,0,1858,1369,162,259,880,4612
SINDH,075,JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,ALLANPUR STC,HAZARWAH TC,NO,HAZARWAH,0000000,3428,1726,1702,0,7.96,14.89,1.13,0,75,2,0,39,2,0,9,0,0,3428,0,2111,1528,146,404,984,4322
SINDH,075,JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,ALLANPUR STC,HAZARWAH TC,NO,KALICH,0000000,2861,1439,1422,0,42.37,57.17,27.38,0,305,172,0,114,18,0,30,0,0,2861,0,1815,1219,142,563,987,2987
SINDH,075,JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,ALLANPUR STC,HAZARWAH TC,NO,SHAHEED,0000000,3313,1702,1611,0,13.2,21.52,4.46,0,92,24,0,65,6,0,17,0,0,3313,0,1932,1432,174,538,1056,3057
SINDH,075,JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,ALLANPUR STC,PUNHOO BHATTI TC,YES,PUNHOO BHATTI TC,NA,12196,6203,5988,5,29.17,42.89,15.23,0,848,334,0,447,66,0,87,5,0,12172,24,7567,5359,592,2860,4325,18969
SINDH,075,JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,ALLANPUR STC,PUNHOO BHATTI TC,NO,ABDULLAH MAHASER,0000000,1411,775,636,0,11.98,20.47,2.02,0,40,4,0,26,1,0,5,0,0,1411,0,860,606,68,292,451,2774
SINDH,075,JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,ALLANPUR STC,PUNHOO BHATTI TC,NO,BAHARO KHOKHAR,0000000,1201,613,587,1,2.57,3.55,1.61,0,9,3,0,1,1,0,1,0,0,1201,0,739,550,63,283,344,2016
SINDH,075,JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,ALLANPUR STC,PUNHOO BHATTI TC,NO,DATERDINO,0000000,461,229,232,0,14.08,21.48,5.93,0,14,4,0,8,3,0,0,0,0,461,0,284,203,19,230,167,1141
SINDH,075,JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,ALLANPUR STC,PUNHOO BHATTI TC,NO,JIAND,0000000,684,342,342,0,9.03,15.45,1.99,0,9,2,0,16,0,0,4,0,0,671,13,421,282,35,184,215,1153
