province_name,district_code,district_name,area_name,locality_name,locality_bucket,pop_98,avg_annual_growth_98_17,avg_hh_size,gender,total_population
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB TEHSIL,KHUSHAB MC,"100,000 - 199,999",87859,1.63,6.14,ALL SEXES,119426
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB TEHSIL,KHUSHAB MC,"100,000 - 199,999",87859,1.63,6.14,MALE,60006
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB TEHSIL,KHUSHAB MC,"100,000 - 199,999",87859,1.63,6.14,FEMALE,59418
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB TEHSIL,KHUSHAB MC,"100,000 - 199,999",87859,1.63,6.14,TRANSGENDER,2
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB TEHSIL,JAUHRABAD MC,"50,000 - 99,999",40175,4.41,6,ALL SEXES,91357
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB TEHSIL,JAUHRABAD MC,"50,000 - 99,999",40175,4.41,6,MALE,45704
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB TEHSIL,JAUHRABAD MC,"50,000 - 99,999",40175,4.41,6,FEMALE,45628
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB TEHSIL,JAUHRABAD MC,"50,000 - 99,999",40175,4.41,6,TRANSGENDER,25
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB TEHSIL,HADALI MC,"50,000 - 99,999",40867,1.44,6.21,ALL SEXES,53669
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB TEHSIL,HADALI MC,"50,000 - 99,999",40867,1.44,6.21,MALE,27243
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB TEHSIL,HADALI MC,"50,000 - 99,999",40867,1.44,6.21,FEMALE,26419
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB TEHSIL,HADALI MC,"50,000 - 99,999",40867,1.44,6.21,TRANSGENDER,7
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB TEHSIL,MITHA TIWANA MC,"25,000 - 49,999",24062,1.76,5.74,ALL SEXES,33562
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB TEHSIL,MITHA TIWANA MC,"25,000 - 49,999",24062,1.76,5.74,MALE,16747
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB TEHSIL,MITHA TIWANA MC,"25,000 - 49,999",24062,1.76,5.74,FEMALE,16808
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB TEHSIL,MITHA TIWANA MC,"25,000 - 49,999",24062,1.76,5.74,TRANSGENDER,7
PUNJAB,044,KHUSHAB DISTRICT,QUAIDABAD TEHSIL,QUAIDABAD MC,"10,000 - 24,999",11963,3.11,6.24,ALL SEXES,21413
PUNJAB,044,KHUSHAB DISTRICT,QUAIDABAD TEHSIL,QUAIDABAD MC,"10,000 - 24,999",11963,3.11,6.24,MALE,10785
PUNJAB,044,KHUSHAB DISTRICT,QUAIDABAD TEHSIL,QUAIDABAD MC,"10,000 - 24,999",11963,3.11,6.24,FEMALE,10625
PUNJAB,044,KHUSHAB DISTRICT,QUAIDABAD TEHSIL,QUAIDABAD MC,"10,000 - 24,999",11963,3.11,6.24,TRANSGENDER,3
PUNJAB,044,KHUSHAB DISTRICT,NOORPUR TEHSIL,NOORPUR MC,"10,000 - 24,999",15091,1.43,5.67,ALL SEXES,19780
PUNJAB,044,KHUSHAB DISTRICT,NOORPUR TEHSIL,NOORPUR MC,"10,000 - 24,999",15091,1.43,5.67,MALE,9995
PUNJAB,044,KHUSHAB DISTRICT,NOORPUR TEHSIL,NOORPUR MC,"10,000 - 24,999",15091,1.43,5.67,FEMALE,9780
PUNJAB,044,KHUSHAB DISTRICT,NOORPUR TEHSIL,NOORPUR MC,"10,000 - 24,999",15091,1.43,5.67,TRANSGENDER,5
PUNJAB,044,KHUSHAB DISTRICT,NOWSHERA TEHSIL,NOWSHERA MC,"10,000 - 24,999",8952,2.28,5.35,ALL SEXES,13753
PUNJAB,044,KHUSHAB DISTRICT,NOWSHERA TEHSIL,NOWSHERA MC,"10,000 - 24,999",8952,2.28,5.35,MALE,6581
PUNJAB,044,KHUSHAB DISTRICT,NOWSHERA TEHSIL,NOWSHERA MC,"10,000 - 24,999",8952,2.28,5.35,FEMALE,7171
PUNJAB,044,KHUSHAB DISTRICT,NOWSHERA TEHSIL,NOWSHERA MC,"10,000 - 24,999",8952,2.28,5.35,TRANSGENDER,1
