province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,facility,source,total_by_facility,percent_by_facility,count
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,UNDER CONSTRUCTION,2480,1.3,KITCHEN,SEPARATE,129878,68.1,1754
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,UNDER CONSTRUCTION,2480,1.3,KITCHEN,SHARED,21464,11.25,291
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,UNDER CONSTRUCTION,2480,1.3,KITCHEN,NONE,39368,20.64,435
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,UNDER CONSTRUCTION,2480,1.3,BATH,SEPARATE,126401,66.28,1711
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,UNDER CONSTRUCTION,2480,1.3,BATH,SHARED,27692,14.52,356
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,UNDER CONSTRUCTION,2480,1.3,BATH,NONE,36617,19.2,413
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,UNDER CONSTRUCTION,2480,1.3,LATRINE,SEWER,15601,8.18,238
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,UNDER CONSTRUCTION,2480,1.3,LATRINE,SEPTIC TANK,44261,23.21,453
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,UNDER CONSTRUCTION,2480,1.3,LATRINE,OPEN DRAIN,18615,9.76,281
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,UNDER CONSTRUCTION,2480,1.3,LATRINE,PIT WITH SLAB,63860,33.49,964
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,UNDER CONSTRUCTION,2480,1.3,LATRINE,OTHER,2590,1.36,38
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,UNDER CONSTRUCTION,2480,1.3,LATRINE,NONE,45783,24.01,506
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,LESS THAN 5 YEARS,17110,8.97,KITCHEN,SEPARATE,129878,68.1,10850
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,LESS THAN 5 YEARS,17110,8.97,KITCHEN,SHARED,21464,11.25,1605
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,LESS THAN 5 YEARS,17110,8.97,KITCHEN,NONE,39368,20.64,4655
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,LESS THAN 5 YEARS,17110,8.97,BATH,SEPARATE,126401,66.28,10845
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,LESS THAN 5 YEARS,17110,8.97,BATH,SHARED,27692,14.52,2072
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,LESS THAN 5 YEARS,17110,8.97,BATH,NONE,36617,19.2,4193
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,LESS THAN 5 YEARS,17110,8.97,LATRINE,SEWER,15601,8.18,1471
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,LESS THAN 5 YEARS,17110,8.97,LATRINE,SEPTIC TANK,44261,23.21,3790
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,LESS THAN 5 YEARS,17110,8.97,LATRINE,OPEN DRAIN,18615,9.76,1918
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,LESS THAN 5 YEARS,17110,8.97,LATRINE,PIT WITH SLAB,63860,33.49,5180
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,LESS THAN 5 YEARS,17110,8.97,LATRINE,OTHER,2590,1.36,295
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,LESS THAN 5 YEARS,17110,8.97,LATRINE,NONE,45783,24.01,4456
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,5-10 YEARS,54362,28.51,KITCHEN,SEPARATE,129878,68.1,36667
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,5-10 YEARS,54362,28.51,KITCHEN,SHARED,21464,11.25,6453
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,5-10 YEARS,54362,28.51,KITCHEN,NONE,39368,20.64,11242
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,5-10 YEARS,54362,28.51,BATH,SEPARATE,126401,66.28,35584
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,5-10 YEARS,54362,28.51,BATH,SHARED,27692,14.52,7935
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,5-10 YEARS,54362,28.51,BATH,NONE,36617,19.2,10843
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,5-10 YEARS,54362,28.51,LATRINE,SEWER,15601,8.18,4141
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,5-10 YEARS,54362,28.51,LATRINE,SEPTIC TANK,44261,23.21,11472
