province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,utility,source,total_by_source,percent_by_source,count
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,UNDER CONSTRUCTION,2480,1.3,INSIDE WATER,TAP,67479,35.38,1152
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,UNDER CONSTRUCTION,2480,1.3,INSIDE WATER,ELECTRIC/HAND PUMP,81452,42.71,743
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,UNDER CONSTRUCTION,2480,1.3,INSIDE WATER,PROTECTED WELL,620,0.33,6
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,UNDER CONSTRUCTION,2480,1.3,INSIDE WATER,UN-PROTECTED WELL,558,0.29,19
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,UNDER CONSTRUCTION,2480,1.3,INSIDE WATER,OTHERS,6034,3.16,105
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,UNDER CONSTRUCTION,2480,1.3,OUTSIDE WATER,TAP,10302,5.4,231
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,UNDER CONSTRUCTION,2480,1.3,OUTSIDE WATER,ELECTRIC/HAND PUMP,12371,6.49,122
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,UNDER CONSTRUCTION,2480,1.3,OUTSIDE WATER,PROTECTED WELL,739,0.39,5
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,UNDER CONSTRUCTION,2480,1.3,OUTSIDE WATER,UN-PROTECTED WELL,411,0.22,0
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,UNDER CONSTRUCTION,2480,1.3,OUTSIDE WATER,SPRING,1734,0.91,11
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,UNDER CONSTRUCTION,2480,1.3,OUTSIDE WATER,CANAL/RIVER/POND,2664,1.4,14
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,UNDER CONSTRUCTION,2480,1.3,OUTSIDE WATER,OTHERS,6346,3.33,72
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,UNDER CONSTRUCTION,2480,1.3,COOKING FUEL,WOOD,164078,86.04,2208
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,UNDER CONSTRUCTION,2480,1.3,COOKING FUEL,GAS,24205,12.69,242
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,UNDER CONSTRUCTION,2480,1.3,COOKING FUEL,KEROSENE OIL,144,0.08,8
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,UNDER CONSTRUCTION,2480,1.3,COOKING FUEL,OTHERS,2283,1.2,22
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,UNDER CONSTRUCTION,2480,1.3,LIGHTING SOURCE,ELECTRICITY,168342,88.27,2292
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,UNDER CONSTRUCTION,2480,1.3,LIGHTING SOURCE,KEROSENE OIL,4429,2.32,51
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,UNDER CONSTRUCTION,2480,1.3,LIGHTING SOURCE,GAS LAMP,228,0.12,9
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,UNDER CONSTRUCTION,2480,1.3,LIGHTING SOURCE,OTHERS,17711,9.29,128
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,LESS THAN 5 YEARS,17110,8.97,INSIDE WATER,TAP,67479,35.38,6259
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,LESS THAN 5 YEARS,17110,8.97,INSIDE WATER,ELECTRIC/HAND PUMP,81452,42.71,7354
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,LESS THAN 5 YEARS,17110,8.97,INSIDE WATER,PROTECTED WELL,620,0.33,70
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,LESS THAN 5 YEARS,17110,8.97,INSIDE WATER,UN-PROTECTED WELL,558,0.29,57
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,LESS THAN 5 YEARS,17110,8.97,INSIDE WATER,OTHERS,6034,3.16,513
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,LESS THAN 5 YEARS,17110,8.97,OUTSIDE WATER,TAP,10302,5.4,875
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,LESS THAN 5 YEARS,17110,8.97,OUTSIDE WATER,ELECTRIC/HAND PUMP,12371,6.49,1138
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,LESS THAN 5 YEARS,17110,8.97,OUTSIDE WATER,PROTECTED WELL,739,0.39,69
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,LESS THAN 5 YEARS,17110,8.97,OUTSIDE WATER,UN-PROTECTED WELL,411,0.22,4
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,LESS THAN 5 YEARS,17110,8.97,OUTSIDE WATER,SPRING,1734,0.91,78
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,LESS THAN 5 YEARS,17110,8.97,OUTSIDE WATER,CANAL/RIVER/POND,2664,1.4,186
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,LESS THAN 5 YEARS,17110,8.97,OUTSIDE WATER,OTHERS,6346,3.33,507
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,LESS THAN 5 YEARS,17110,8.97,COOKING FUEL,WOOD,164078,86.04,14407
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,LESS THAN 5 YEARS,17110,8.97,COOKING FUEL,GAS,24205,12.69,2299
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,LESS THAN 5 YEARS,17110,8.97,COOKING FUEL,KEROSENE OIL,144,0.08,10
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,LESS THAN 5 YEARS,17110,8.97,COOKING FUEL,OTHERS,2283,1.2,394
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,LESS THAN 5 YEARS,17110,8.97,LIGHTING SOURCE,ELECTRICITY,168342,88.27,14038
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,LESS THAN 5 YEARS,17110,8.97,LIGHTING SOURCE,KEROSENE OIL,4429,2.32,525
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,LESS THAN 5 YEARS,17110,8.97,LIGHTING SOURCE,GAS LAMP,228,0.12,36
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,LESS THAN 5 YEARS,17110,8.97,LIGHTING SOURCE,OTHERS,17711,9.29,2511
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,5-10 YEARS,54362,28.51,INSIDE WATER,TAP,67479,35.38,19387
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,5-10 YEARS,54362,28.51,INSIDE WATER,ELECTRIC/HAND PUMP,81452,42.71,24179
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,5-10 YEARS,54362,28.51,INSIDE WATER,PROTECTED WELL,620,0.33,215
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,5-10 YEARS,54362,28.51,INSIDE WATER,UN-PROTECTED WELL,558,0.29,234
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,5-10 YEARS,54362,28.51,INSIDE WATER,OTHERS,6034,3.16,1668
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,5-10 YEARS,54362,28.51,OUTSIDE WATER,TAP,10302,5.4,2570
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,5-10 YEARS,54362,28.51,OUTSIDE WATER,ELECTRIC/HAND PUMP,12371,6.49,2985
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,5-10 YEARS,54362,28.51,OUTSIDE WATER,PROTECTED WELL,739,0.39,157
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,5-10 YEARS,54362,28.51,OUTSIDE WATER,UN-PROTECTED WELL,411,0.22,46
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,5-10 YEARS,54362,28.51,OUTSIDE WATER,SPRING,1734,0.91,354
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,5-10 YEARS,54362,28.51,OUTSIDE WATER,CANAL/RIVER/POND,2664,1.4,978
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,5-10 YEARS,54362,28.51,OUTSIDE WATER,OTHERS,6346,3.33,1589
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,5-10 YEARS,54362,28.51,COOKING FUEL,WOOD,164078,86.04,48092
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,5-10 YEARS,54362,28.51,COOKING FUEL,GAS,24205,12.69,5659
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,5-10 YEARS,54362,28.51,COOKING FUEL,KEROSENE OIL,144,0.08,48
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,5-10 YEARS,54362,28.51,COOKING FUEL,OTHERS,2283,1.2,563
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,5-10 YEARS,54362,28.51,LIGHTING SOURCE,ELECTRICITY,168342,88.27,47494
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,5-10 YEARS,54362,28.51,LIGHTING SOURCE,KEROSENE OIL,4429,2.32,1498
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,5-10 YEARS,54362,28.51,LIGHTING SOURCE,GAS LAMP,228,0.12,92
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,5-10 YEARS,54362,28.51,LIGHTING SOURCE,OTHERS,17711,9.29,5278
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,11-50 YEARS,112741,59.12,INSIDE WATER,TAP,67479,35.38,39241
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,11-50 YEARS,112741,59.12,INSIDE WATER,ELECTRIC/HAND PUMP,81452,42.71,47596
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,11-50 YEARS,112741,59.12,INSIDE WATER,PROTECTED WELL,620,0.33,316
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,11-50 YEARS,112741,59.12,INSIDE WATER,UN-PROTECTED WELL,558,0.29,239
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,11-50 YEARS,112741,59.12,INSIDE WATER,OTHERS,6034,3.16,3577
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,11-50 YEARS,112741,59.12,OUTSIDE WATER,TAP,10302,5.4,6429
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,11-50 YEARS,112741,59.12,OUTSIDE WATER,ELECTRIC/HAND PUMP,12371,6.49,7844
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,11-50 YEARS,112741,59.12,OUTSIDE WATER,PROTECTED WELL,739,0.39,493
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,11-50 YEARS,112741,59.12,OUTSIDE WATER,UN-PROTECTED WELL,411,0.22,331
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,11-50 YEARS,112741,59.12,OUTSIDE WATER,SPRING,1734,0.91,1228
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,11-50 YEARS,112741,59.12,OUTSIDE WATER,CANAL/RIVER/POND,2664,1.4,1425
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,11-50 YEARS,112741,59.12,OUTSIDE WATER,OTHERS,6346,3.33,4022
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,11-50 YEARS,112741,59.12,COOKING FUEL,WOOD,164078,86.04,96257
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,11-50 YEARS,112741,59.12,COOKING FUEL,GAS,24205,12.69,15169
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,11-50 YEARS,112741,59.12,COOKING FUEL,KEROSENE OIL,144,0.08,69
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,11-50 YEARS,112741,59.12,COOKING FUEL,OTHERS,2283,1.2,1246
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,11-50 YEARS,112741,59.12,LIGHTING SOURCE,ELECTRICITY,168342,88.27,101057
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,11-50 YEARS,112741,59.12,LIGHTING SOURCE,KEROSENE OIL,4429,2.32,2192
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,11-50 YEARS,112741,59.12,LIGHTING SOURCE,GAS LAMP,228,0.12,86
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,11-50 YEARS,112741,59.12,LIGHTING SOURCE,OTHERS,17711,9.29,9406
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,OVER 50 YEARS,4017,2.11,INSIDE WATER,TAP,67479,35.38,1440
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,OVER 50 YEARS,4017,2.11,INSIDE WATER,ELECTRIC/HAND PUMP,81452,42.71,1580
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,OVER 50 YEARS,4017,2.11,INSIDE WATER,PROTECTED WELL,620,0.33,13
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,OVER 50 YEARS,4017,2.11,INSIDE WATER,UN-PROTECTED WELL,558,0.29,9
