province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,6511,1280372,637474,642791,107,99.17,196.65,27.57,6.06,905711,1.84
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,RURAL,NA,927412,460413,466942,57,98.6,NA,NA,6.08,676742,1.67
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,URBAN,NA,352960,177061,175849,50,100.69,NA,NA,6.02,228969,2.3
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB TEHSIL,TOTAL,2115,690157,344824,345277,56,99.87,326.32,43.18,6.1,480109,1.92
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB TEHSIL,RURAL,NA,392143,195124,197004,15,99.05,NA,NA,6.14,287146,1.65
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB TEHSIL,URBAN,NA,298014,149700,148273,41,100.96,NA,NA,6.06,192963,2.31
PUNJAB,044,KHUSHAB DISTRICT,NOORPUR TEHSIL,TOTAL,2500,242831,121900,120903,28,100.82,97.13,8.15,5.9,174683,1.75
PUNJAB,044,KHUSHAB DISTRICT,NOORPUR TEHSIL,RURAL,NA,223051,111905,111123,23,100.7,NA,NA,5.92,159592,1.77
PUNJAB,044,KHUSHAB DISTRICT,NOORPUR TEHSIL,URBAN,NA,19780,9995,9780,5,102.2,NA,NA,5.67,15091,1.43
PUNJAB,044,KHUSHAB DISTRICT,NOWSHERA TEHSIL,TOTAL,816,117356,56179,61170,7,91.84,143.82,11.72,5.74,87922,1.53
PUNJAB,044,KHUSHAB DISTRICT,NOWSHERA TEHSIL,RURAL,NA,103603,49598,53999,6,91.85,NA,NA,5.8,78970,1.44
PUNJAB,044,KHUSHAB DISTRICT,NOWSHERA TEHSIL,URBAN,NA,13753,6581,7171,1,91.77,NA,NA,5.35,8952,2.28
PUNJAB,044,KHUSHAB DISTRICT,QUAIDABAD TEHSIL,TOTAL,1080,230028,114571,115441,16,99.25,212.99,9.31,6.28,162997,1.83
PUNJAB,044,KHUSHAB DISTRICT,QUAIDABAD TEHSIL,RURAL,NA,208615,103786,104816,13,99.02,NA,NA,6.29,151034,1.71
PUNJAB,044,KHUSHAB DISTRICT,QUAIDABAD TEHSIL,URBAN,NA,21413,10785,10625,3,101.51,NA,NA,6.24,11963,3.11
