province_name,district_code,district_name,area_name,locality_size,locality_count,gender,total_population
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,168,ALL SEXES,1933177
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,168,MALE,975398
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,168,FEMALE,957771
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,168,TRANSGENDER,8
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,"5,000 AND ABOVE",118,ALL SEXES,1817006
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,"5,000 AND ABOVE",118,MALE,917344
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,"5,000 AND ABOVE",118,FEMALE,899654
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,"5,000 AND ABOVE",118,TRANSGENDER,8
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,"2,000 - 4,999",27,ALL SEXES,90992
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,"2,000 - 4,999",27,MALE,45358
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,"2,000 - 4,999",27,FEMALE,45634
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,"2,000 - 4,999",27,TRANSGENDER,0
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,"1,000 - 1,999",13,ALL SEXES,20471
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,"1,000 - 1,999",13,MALE,10342
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,"1,000 - 1,999",13,FEMALE,10129
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,"1,000 - 1,999",13,TRANSGENDER,0
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,500 - 999,5,ALL SEXES,3605
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,500 - 999,5,MALE,1800
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,500 - 999,5,FEMALE,1805
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,500 - 999,5,TRANSGENDER,0
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,200 - 499,3,ALL SEXES,930
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,200 - 499,3,MALE,468
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,200 - 499,3,FEMALE,462
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,200 - 499,3,TRANSGENDER,0
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,LESS THAN 200,1,ALL SEXES,173
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,LESS THAN 200,1,MALE,86
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,LESS THAN 200,1,FEMALE,87
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,LESS THAN 200,1,TRANSGENDER,0
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,UN-INHABITED,1,ALL SEXES,0
