province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,1 PERSON,1,2855,0.93,1.98,65108,21.14,5.18,1519
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,2 PERSONS,1,12916,4.19,1.94,65108,21.14,5.18,6487
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,3 PERSONS,1,18926,6.14,2.05,65108,21.14,5.18,8210
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,4 PERSONS,1,27826,9.03,2.15,65108,21.14,5.18,10267
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,5 PERSONS,1,38730,12.57,2.3,65108,21.14,5.18,11499
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,6 PERSONS,1,44030,14.29,2.42,65108,21.14,5.18,10429
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,7 PERSONS,1,39798,12.92,2.54,65108,21.14,5.18,7627
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,8 PERSONS,1,31241,10.14,2.71,65108,21.14,5.18,4422
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,9 PERSONS,1,22778,7.39,2.91,65108,21.14,5.18,2274
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,68949,22.38,3.92,65108,21.14,5.18,2374
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,1 PERSON,2,2855,0.93,1.98,98695,32.04,6.59,685
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,2 PERSONS,2,12916,4.19,1.94,98695,32.04,6.59,3546
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,3 PERSONS,2,18926,6.14,2.05,98695,32.04,6.59,6000
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,4 PERSONS,2,27826,9.03,2.15,98695,32.04,6.59,9764
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,5 PERSONS,2,38730,12.57,2.3,98695,32.04,6.59,14430
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,6 PERSONS,2,44030,14.29,2.42,98695,32.04,6.59,17270
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,7 PERSONS,2,39798,12.92,2.54,98695,32.04,6.59,15752
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,8 PERSONS,2,31241,10.14,2.71,98695,32.04,6.59,11922
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,9 PERSONS,2,22778,7.39,2.91,98695,32.04,6.59,7926
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,10 PERSONS AND ABOVE,2,68949,22.38,3.92,98695,32.04,6.59,11400
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,1 PERSON,3,2855,0.93,1.98,65855,21.38,7.93,277
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,2 PERSONS,3,12916,4.19,1.94,65855,21.38,7.93,1461
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,3 PERSONS,3,18926,6.14,2.05,65855,21.38,7.93,2462
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,4 PERSONS,3,27826,9.03,2.15,65855,21.38,7.93,4214
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,5 PERSONS,3,38730,12.57,2.3,65855,21.38,7.93,7015
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,6 PERSONS,3,44030,14.29,2.42,65855,21.38,7.93,9200
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,7 PERSONS,3,39798,12.92,2.54,65855,21.38,7.93,9073
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,8 PERSONS,3,31241,10.14,2.71,65855,21.38,7.93,8087
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,9 PERSONS,3,22778,7.39,2.91,65855,21.38,7.93,6541
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,10 PERSONS AND ABOVE,3,68949,22.38,3.92,65855,21.38,7.93,17525
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,1 PERSON,4,2855,0.93,1.98,40772,13.24,9.38,188
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,2 PERSONS,4,12916,4.19,1.94,40772,13.24,9.38,724
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,3 PERSONS,4,18926,6.14,2.05,40772,13.24,9.38,1161
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,4 PERSONS,4,27826,9.03,2.15,40772,13.24,9.38,2029
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,5 PERSONS,4,38730,12.57,2.3,40772,13.24,9.38,3301
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,6 PERSONS,4,44030,14.29,2.42,40772,13.24,9.38,4235
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,7 PERSONS,4,39798,12.92,2.54,40772,13.24,9.38,4443
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,8 PERSONS,4,31241,10.14,2.71,40772,13.24,9.38,4129
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,9 PERSONS,4,22778,7.39,2.91,40772,13.24,9.38,3594
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,10 PERSONS AND ABOVE,4,68949,22.38,3.92,40772,13.24,9.38,16968
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,1 PERSON,5,2855,0.93,1.98,18366,5.96,10.81,67
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,2 PERSONS,5,12916,4.19,1.94,18366,5.96,10.81,328
KHYBER PAKTUNKHWA,014,MARDAN DISTRICT,MARDAN DISTRICT,TOTAL,3 PERSONS,5,18926,6.14,2.05,18366,5.96,10.81,537
